id,difficulty,questionType,mechanic,skill,promptText,audioText,optionA,optionB,optionC,optionD,correctAnswer,stimulusJson,optionsJson,answerJson,hintJson,explanation,targetVocabulary,worldTags,estimatedSeconds,requiresMemoryPhase,notes
GB-0133,2,odd_one_out,bell_choice,categorization,Which one is NOT food?,Which one is NOT food?,giraffe,watermelon,water,potato,giraffe,"{""type"": ""objectRow""}","[{""id"": ""A"", ""label"": ""giraffe"", ""assetKey"": ""animals_giraffe"", ""emoji"": ""🦒""}, {""id"": ""B"", ""label"": ""watermelon"", ""assetKey"": ""food_watermelon"", ""emoji"": ""🍉""}, {""id"": ""C"", ""label"": ""water"", ""assetKey"": ""food_water"", ""emoji"": ""💧""}, {""id"": ""D"", ""label"": ""potato"", ""assetKey"": ""food_potato"", ""emoji"": ""🥔""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Three belong together. One is different."", ""strategy"": ""group_three""}","giraffe belongs to animals, not food.",water|watermelon|potato|giraffe,food|animals,12,False,
GB-0134,2,action_recognition,listen_run,listening,Who is reading?,Who is reading?,READ,RUN,DANCE,SLEEP,READ,"{""type"": ""actionCards""}","[{""id"": ""A"", ""label"": ""READ"", ""assetKey"": ""action_read"", ""_correct"": true}, {""id"": ""B"", ""label"": ""RUN"", ""assetKey"": ""action_run""}, {""id"": ""C"", ""label"": ""DANCE"", ""assetKey"": ""action_dance""}, {""id"": ""D"", ""label"": ""SLEEP"", ""assetKey"": ""action_sleep""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Watch the actions. Find reading."", ""strategy"": ""replay_motion""}",The correct action is read.,read,actions,10,False,
GB-0135,2,picture_to_word,raise_board,vocabulary,What is this?,What is this?,BUS,PLANE,CAR,TRUCK,PLANE,"{""type"": ""image"", ""assetKey"": ""transport_plane"", ""emoji"": ""✈️""}","[{""id"": ""A"", ""label"": ""BUS""}, {""id"": ""B"", ""label"": ""PLANE"", ""_correct"": true}, {""id"": ""C"", ""label"": ""CAR""}, {""id"": ""D"", ""label"": ""TRUCK""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Look at the picture and listen again."", ""strategy"": ""replay_prompt""}",This is plane.,plane,transport,10,False,
GB-0136,2,listen_find_picture,listen_run,listening,Listen and find: BED.,Find the bed.,plate,clock,window,bed,bed,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""plate"", ""assetKey"": ""home_plate"", ""emoji"": ""🍽️""}, {""id"": ""B"", ""label"": ""clock"", ""assetKey"": ""home_clock"", ""emoji"": ""🕒""}, {""id"": ""C"", ""label"": ""window"", ""assetKey"": ""home_window"", ""emoji"": ""🪟""}, {""id"": ""D"", ""label"": ""bed"", ""assetKey"": ""home_bed"", ""emoji"": ""🛏️"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Listen again: bed."", ""strategy"": ""pulse_correct_asset""}",The correct answer is bed.,bed,home,8,False,
GB-0137,2,color_object,answer_zone,listening,Find the red kite.,Find the red kite.,green kite,pink kite,orange kite,red kite,red kite,"{""type"": ""coloredObjects"", ""object"": ""kite""}","[{""id"": ""A"", ""label"": ""green kite"", ""assetKey"": ""object_kite"", ""displayColor"": ""green""}, {""id"": ""B"", ""label"": ""pink kite"", ""assetKey"": ""object_kite"", ""displayColor"": ""pink""}, {""id"": ""C"", ""label"": ""orange kite"", ""assetKey"": ""object_kite"", ""displayColor"": ""orange""}, {""id"": ""D"", ""label"": ""red kite"", ""assetKey"": ""object_kite"", ""displayColor"": ""red"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Look for red."", ""strategy"": ""color_word_replay""}",Choose the red kite.,red|kite,colors,10,False,
GB-0138,2,count_objects,bell_choice,counting,How many fishs are there?,How many fishs are there?,2,4,1,3,1,"{""type"": ""scene"", ""objects"": [{""assetKey"": ""animals_fish"", ""count"": 1, ""color"": null}], ""description"": ""1 fishs""}","[{""id"": ""A"", ""label"": ""2""}, {""id"": ""B"", ""label"": ""4""}, {""id"": ""C"", ""label"": ""1"", ""_correct"": true}, {""id"": ""D"", ""label"": ""3""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Count slowly: one, two, three..."", ""strategy"": ""count_bounce""}",There are 1 fishs.,fish|1,numbers,10,False,
GB-0139,2,odd_one_out,bell_choice,categorization,Which one is NOT food?,Which one is NOT food?,water,orange,cake,window,window,"{""type"": ""objectRow""}","[{""id"": ""A"", ""label"": ""water"", ""assetKey"": ""food_water"", ""emoji"": ""💧""}, {""id"": ""B"", ""label"": ""orange"", ""assetKey"": ""food_orange"", ""emoji"": ""🍊""}, {""id"": ""C"", ""label"": ""cake"", ""assetKey"": ""food_cake"", ""emoji"": ""🍰""}, {""id"": ""D"", ""label"": ""window"", ""assetKey"": ""home_window"", ""emoji"": ""🪟""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Three belong together. One is different."", ""strategy"": ""group_three""}","window belongs to home, not food.",cake|water|orange|window,food|home,12,False,
GB-0140,2,action_recognition,listen_run,listening,Who is dancing?,Who is dancing?,SLEEP,FLY,RUN,DANCE,DANCE,"{""type"": ""actionCards""}","[{""id"": ""A"", ""label"": ""SLEEP"", ""assetKey"": ""action_sleep""}, {""id"": ""B"", ""label"": ""FLY"", ""assetKey"": ""action_fly""}, {""id"": ""C"", ""label"": ""RUN"", ""assetKey"": ""action_run""}, {""id"": ""D"", ""label"": ""DANCE"", ""assetKey"": ""action_dance"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Watch the actions. Find dancing."", ""strategy"": ""replay_motion""}",The correct action is dance.,dance,actions,10,False,
GB-0141,2,picture_to_word,raise_board,vocabulary,What is this?,What is this?,BUS,TRUCK,BIKE,TRAIN,TRUCK,"{""type"": ""image"", ""assetKey"": ""transport_truck"", ""emoji"": ""🚚""}","[{""id"": ""A"", ""label"": ""BUS""}, {""id"": ""B"", ""label"": ""TRUCK"", ""_correct"": true}, {""id"": ""C"", ""label"": ""BIKE""}, {""id"": ""D"", ""label"": ""TRAIN""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Look at the picture and listen again."", ""strategy"": ""replay_prompt""}",This is truck.,truck,transport,10,False,
GB-0142,2,listen_find_picture,listen_run,listening,Listen and find: DUCK.,Find the duck.,turtle,cat,fish,duck,duck,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""turtle"", ""assetKey"": ""animals_turtle"", ""emoji"": ""🐢""}, {""id"": ""B"", ""label"": ""cat"", ""assetKey"": ""animals_cat"", ""emoji"": ""🐱""}, {""id"": ""C"", ""label"": ""fish"", ""assetKey"": ""animals_fish"", ""emoji"": ""🐟""}, {""id"": ""D"", ""label"": ""duck"", ""assetKey"": ""animals_duck"", ""emoji"": ""🦆"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Listen again: duck."", ""strategy"": ""pulse_correct_asset""}",The correct answer is duck.,duck,animals,8,False,
GB-0143,2,color_object,answer_zone,listening,Find the purple bike.,Find the purple bike.,yellow bike,green bike,purple bike,white bike,purple bike,"{""type"": ""coloredObjects"", ""object"": ""bike""}","[{""id"": ""A"", ""label"": ""yellow bike"", ""assetKey"": ""transport_bike"", ""displayColor"": ""yellow""}, {""id"": ""B"", ""label"": ""green bike"", ""assetKey"": ""transport_bike"", ""displayColor"": ""green""}, {""id"": ""C"", ""label"": ""purple bike"", ""assetKey"": ""transport_bike"", ""displayColor"": ""purple"", ""_correct"": true}, {""id"": ""D"", ""label"": ""white bike"", ""assetKey"": ""transport_bike"", ""displayColor"": ""white""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Look for purple."", ""strategy"": ""color_word_replay""}",Choose the purple bike.,purple|bike,colors,10,False,
GB-0144,2,count_objects,bell_choice,counting,How many breads are there?,How many breads are there?,9,7,8,10,10,"{""type"": ""scene"", ""objects"": [{""assetKey"": ""food_bread"", ""count"": 10, ""color"": null}], ""description"": ""10 breads""}","[{""id"": ""A"", ""label"": ""9""}, {""id"": ""B"", ""label"": ""7""}, {""id"": ""C"", ""label"": ""8""}, {""id"": ""D"", ""label"": ""10"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Count slowly: one, two, three..."", ""strategy"": ""count_bounce""}",There are 10 breads.,bread|10,numbers,10,False,
GB-0145,2,odd_one_out,bell_choice,categorization,Which one is NOT food?,Which one is NOT food?,rice,bus,apple,grape,bus,"{""type"": ""objectRow""}","[{""id"": ""A"", ""label"": ""rice"", ""assetKey"": ""food_rice"", ""emoji"": ""🍚""}, {""id"": ""B"", ""label"": ""bus"", ""assetKey"": ""transport_bus"", ""emoji"": ""🚌""}, {""id"": ""C"", ""label"": ""apple"", ""assetKey"": ""food_apple"", ""emoji"": ""🍎""}, {""id"": ""D"", ""label"": ""grape"", ""assetKey"": ""food_grape"", ""emoji"": ""🍇""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Three belong together. One is different."", ""strategy"": ""group_three""}","bus belongs to transport, not food.",grape|rice|apple|bus,food|transport,12,False,
GB-0146,2,action_recognition,listen_run,listening,Who is running?,Who is running?,SLEEP,FLY,SIT,RUN,RUN,"{""type"": ""actionCards""}","[{""id"": ""A"", ""label"": ""SLEEP"", ""assetKey"": ""action_sleep""}, {""id"": ""B"", ""label"": ""FLY"", ""assetKey"": ""action_fly""}, {""id"": ""C"", ""label"": ""SIT"", ""assetKey"": ""action_sit""}, {""id"": ""D"", ""label"": ""RUN"", ""assetKey"": ""action_run"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Watch the actions. Find running."", ""strategy"": ""replay_motion""}",The correct action is run.,run,actions,10,False,
GB-0147,2,picture_to_word,raise_board,vocabulary,What is this?,What is this?,ERASER,PENCIL,STUDENT,PEN,PENCIL,"{""type"": ""image"", ""assetKey"": ""school_pencil"", ""emoji"": ""✏️""}","[{""id"": ""A"", ""label"": ""ERASER""}, {""id"": ""B"", ""label"": ""PENCIL"", ""_correct"": true}, {""id"": ""C"", ""label"": ""STUDENT""}, {""id"": ""D"", ""label"": ""PEN""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Look at the picture and listen again."", ""strategy"": ""replay_prompt""}",This is pencil.,pencil,school,10,False,
GB-0148,2,listen_find_picture,listen_run,listening,Listen and find: BEE.,Find the bee.,bee,chicken,bird,duck,bee,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""bee"", ""assetKey"": ""animals_bee"", ""emoji"": ""🐝"", ""_correct"": true}, {""id"": ""B"", ""label"": ""chicken"", ""assetKey"": ""animals_chicken"", ""emoji"": ""🐔""}, {""id"": ""C"", ""label"": ""bird"", ""assetKey"": ""animals_bird"", ""emoji"": ""🐦""}, {""id"": ""D"", ""label"": ""duck"", ""assetKey"": ""animals_duck"", ""emoji"": ""🦆""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Listen again: bee."", ""strategy"": ""pulse_correct_asset""}",The correct answer is bee.,bee,animals,8,False,
GB-0149,2,color_object,answer_zone,listening,Find the blue oval.,Find the blue oval.,yellow oval,white oval,orange oval,blue oval,blue oval,"{""type"": ""coloredObjects"", ""object"": ""oval""}","[{""id"": ""A"", ""label"": ""yellow oval"", ""assetKey"": ""shape_oval"", ""displayColor"": ""yellow""}, {""id"": ""B"", ""label"": ""white oval"", ""assetKey"": ""shape_oval"", ""displayColor"": ""white""}, {""id"": ""C"", ""label"": ""orange oval"", ""assetKey"": ""shape_oval"", ""displayColor"": ""orange""}, {""id"": ""D"", ""label"": ""blue oval"", ""assetKey"": ""shape_oval"", ""displayColor"": ""blue"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Look for blue."", ""strategy"": ""color_word_replay""}",Choose the blue oval.,blue|oval,colors,10,False,
GB-0150,2,count_objects,bell_choice,counting,How many chickens are there?,How many chickens are there?,7,10,6,4,7,"{""type"": ""scene"", ""objects"": [{""assetKey"": ""animals_chicken"", ""count"": 7, ""color"": null}], ""description"": ""7 chickens""}","[{""id"": ""A"", ""label"": ""7"", ""_correct"": true}, {""id"": ""B"", ""label"": ""10""}, {""id"": ""C"", ""label"": ""6""}, {""id"": ""D"", ""label"": ""4""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Count slowly: one, two, three..."", ""strategy"": ""count_bounce""}",There are 7 chickens.,chicken|7,numbers,10,False,
GB-0151,2,odd_one_out,bell_choice,categorization,Which one is NOT food?,Which one is NOT food?,banana,student,watermelon,grape,student,"{""type"": ""objectRow""}","[{""id"": ""A"", ""label"": ""banana"", ""assetKey"": ""food_banana"", ""emoji"": ""🍌""}, {""id"": ""B"", ""label"": ""student"", ""assetKey"": ""school_student""}, {""id"": ""C"", ""label"": ""watermelon"", ""assetKey"": ""food_watermelon"", ""emoji"": ""🍉""}, {""id"": ""D"", ""label"": ""grape"", ""assetKey"": ""food_grape"", ""emoji"": ""🍇""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Three belong together. One is different."", ""strategy"": ""group_three""}","student belongs to school, not food.",watermelon|grape|banana|student,food|school,12,False,
GB-0152,2,action_recognition,listen_run,listening,Who is writing?,Who is writing?,FLY,SLEEP,WRITE,READ,WRITE,"{""type"": ""actionCards""}","[{""id"": ""A"", ""label"": ""FLY"", ""assetKey"": ""action_fly""}, {""id"": ""B"", ""label"": ""SLEEP"", ""assetKey"": ""action_sleep""}, {""id"": ""C"", ""label"": ""WRITE"", ""assetKey"": ""action_write"", ""_correct"": true}, {""id"": ""D"", ""label"": ""READ"", ""assetKey"": ""action_read""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Watch the actions. Find writing."", ""strategy"": ""replay_motion""}",The correct action is write.,write,actions,10,False,
GB-0153,2,picture_to_word,raise_board,vocabulary,What is this?,What is this?,BOAT,CAR,TRAIN,BIKE,BIKE,"{""type"": ""image"", ""assetKey"": ""transport_bike"", ""emoji"": ""🚲""}","[{""id"": ""A"", ""label"": ""BOAT""}, {""id"": ""B"", ""label"": ""CAR""}, {""id"": ""C"", ""label"": ""TRAIN""}, {""id"": ""D"", ""label"": ""BIKE"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Look at the picture and listen again."", ""strategy"": ""replay_prompt""}",This is bike.,bike,transport,10,False,
GB-0154,2,listen_find_picture,listen_run,listening,Listen and find: SOFA.,Find the sofa.,table,sofa,spoon,door,sofa,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""table"", ""assetKey"": ""home_table""}, {""id"": ""B"", ""label"": ""sofa"", ""assetKey"": ""home_sofa"", ""emoji"": ""🛋️"", ""_correct"": true}, {""id"": ""C"", ""label"": ""spoon"", ""assetKey"": ""home_spoon"", ""emoji"": ""🥄""}, {""id"": ""D"", ""label"": ""door"", ""assetKey"": ""home_door"", ""emoji"": ""🚪""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Listen again: sofa."", ""strategy"": ""pulse_correct_asset""}",The correct answer is sofa.,sofa,home,8,False,
GB-0155,2,color_object,answer_zone,listening,Find the pink bus.,Find the pink bus.,yellow bus,blue bus,brown bus,pink bus,pink bus,"{""type"": ""coloredObjects"", ""object"": ""bus""}","[{""id"": ""A"", ""label"": ""yellow bus"", ""assetKey"": ""transport_bus"", ""displayColor"": ""yellow""}, {""id"": ""B"", ""label"": ""blue bus"", ""assetKey"": ""transport_bus"", ""displayColor"": ""blue""}, {""id"": ""C"", ""label"": ""brown bus"", ""assetKey"": ""transport_bus"", ""displayColor"": ""brown""}, {""id"": ""D"", ""label"": ""pink bus"", ""assetKey"": ""transport_bus"", ""displayColor"": ""pink"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Look for pink."", ""strategy"": ""color_word_replay""}",Choose the pink bus.,pink|bus,colors,10,False,
GB-0156,2,count_objects,bell_choice,counting,How many ducks are there?,How many ducks are there?,7,10,9,8,9,"{""type"": ""scene"", ""objects"": [{""assetKey"": ""animals_duck"", ""count"": 9, ""color"": null}], ""description"": ""9 ducks""}","[{""id"": ""A"", ""label"": ""7""}, {""id"": ""B"", ""label"": ""10""}, {""id"": ""C"", ""label"": ""9"", ""_correct"": true}, {""id"": ""D"", ""label"": ""8""}]","{""type"": ""option"", ""value"": ""C""}","{""afterWrong"": 2, ""text"": ""Count slowly: one, two, three..."", ""strategy"": ""count_bounce""}",There are 9 ducks.,duck|9,numbers,10,False,
GB-0157,2,odd_one_out,bell_choice,categorization,Which one is NOT food?,Which one is NOT food?,cookie,banana,tomato,boat,boat,"{""type"": ""objectRow""}","[{""id"": ""A"", ""label"": ""cookie"", ""assetKey"": ""food_cookie"", ""emoji"": ""🍪""}, {""id"": ""B"", ""label"": ""banana"", ""assetKey"": ""food_banana"", ""emoji"": ""🍌""}, {""id"": ""C"", ""label"": ""tomato"", ""assetKey"": ""food_tomato"", ""emoji"": ""🍅""}, {""id"": ""D"", ""label"": ""boat"", ""assetKey"": ""transport_boat"", ""emoji"": ""⛵""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Three belong together. One is different."", ""strategy"": ""group_three""}","boat belongs to transport, not food.",banana|tomato|cookie|boat,food|transport,12,False,
GB-0158,2,action_recognition,listen_run,listening,Who is jumping?,Who is jumping?,DANCE,JUMP,SWIM,FLY,JUMP,"{""type"": ""actionCards""}","[{""id"": ""A"", ""label"": ""DANCE"", ""assetKey"": ""action_dance""}, {""id"": ""B"", ""label"": ""JUMP"", ""assetKey"": ""action_jump"", ""_correct"": true}, {""id"": ""C"", ""label"": ""SWIM"", ""assetKey"": ""action_swim""}, {""id"": ""D"", ""label"": ""FLY"", ""assetKey"": ""action_fly""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Watch the actions. Find jumping."", ""strategy"": ""replay_motion""}",The correct action is jump.,jump,actions,10,False,
GB-0159,2,picture_to_word,raise_board,vocabulary,What is this?,What is this?,DOOR,SPOON,SOFA,CLOCK,DOOR,"{""type"": ""image"", ""assetKey"": ""home_door"", ""emoji"": ""🚪""}","[{""id"": ""A"", ""label"": ""DOOR"", ""_correct"": true}, {""id"": ""B"", ""label"": ""SPOON""}, {""id"": ""C"", ""label"": ""SOFA""}, {""id"": ""D"", ""label"": ""CLOCK""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Look at the picture and listen again."", ""strategy"": ""replay_prompt""}",This is door.,door,home,10,False,
GB-0160,2,listen_find_picture,listen_run,listening,Listen and find: GRAPE.,Find the grape.,pear,orange,tomato,grape,grape,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""pear"", ""assetKey"": ""food_pear"", ""emoji"": ""🍐""}, {""id"": ""B"", ""label"": ""orange"", ""assetKey"": ""food_orange"", ""emoji"": ""🍊""}, {""id"": ""C"", ""label"": ""tomato"", ""assetKey"": ""food_tomato"", ""emoji"": ""🍅""}, {""id"": ""D"", ""label"": ""grape"", ""assetKey"": ""food_grape"", ""emoji"": ""🍇"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Listen again: grape."", ""strategy"": ""pulse_correct_asset""}",The correct answer is grape.,grape,food,8,False,
GB-0161,2,color_object,answer_zone,listening,Find the brown bag.,Find the brown bag.,purple bag,brown bag,blue bag,red bag,brown bag,"{""type"": ""coloredObjects"", ""object"": ""bag""}","[{""id"": ""A"", ""label"": ""purple bag"", ""assetKey"": ""object_bag"", ""displayColor"": ""purple""}, {""id"": ""B"", ""label"": ""brown bag"", ""assetKey"": ""object_bag"", ""displayColor"": ""brown"", ""_correct"": true}, {""id"": ""C"", ""label"": ""blue bag"", ""assetKey"": ""object_bag"", ""displayColor"": ""blue""}, {""id"": ""D"", ""label"": ""red bag"", ""assetKey"": ""object_bag"", ""displayColor"": ""red""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Look for brown."", ""strategy"": ""color_word_replay""}",Choose the brown bag.,brown|bag,colors,10,False,
GB-0162,2,count_objects,bell_choice,counting,How many apples are there?,How many apples are there?,4,5,8,7,5,"{""type"": ""scene"", ""objects"": [{""assetKey"": ""food_apple"", ""count"": 5, ""color"": null}], ""description"": ""5 apples""}","[{""id"": ""A"", ""label"": ""4""}, {""id"": ""B"", ""label"": ""5"", ""_correct"": true}, {""id"": ""C"", ""label"": ""8""}, {""id"": ""D"", ""label"": ""7""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Count slowly: one, two, three..."", ""strategy"": ""count_bounce""}",There are 5 apples.,apple|5,numbers,10,False,
GB-0163,2,odd_one_out,bell_choice,categorization,Which one is NOT transport?,Which one is NOT transport?,bike,truck,boat,box,box,"{""type"": ""objectRow""}","[{""id"": ""A"", ""label"": ""bike"", ""assetKey"": ""transport_bike"", ""emoji"": ""🚲""}, {""id"": ""B"", ""label"": ""truck"", ""assetKey"": ""transport_truck"", ""emoji"": ""🚚""}, {""id"": ""C"", ""label"": ""boat"", ""assetKey"": ""transport_boat"", ""emoji"": ""⛵""}, {""id"": ""D"", ""label"": ""box"", ""assetKey"": ""home_box"", ""emoji"": ""📦""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Three belong together. One is different."", ""strategy"": ""group_three""}","box belongs to home, not transport.",boat|bike|truck|box,transport|home,12,False,
GB-0164,2,action_recognition,listen_run,listening,Who is dancing?,Who is dancing?,FLY,SWIM,READ,DANCE,DANCE,"{""type"": ""actionCards""}","[{""id"": ""A"", ""label"": ""FLY"", ""assetKey"": ""action_fly""}, {""id"": ""B"", ""label"": ""SWIM"", ""assetKey"": ""action_swim""}, {""id"": ""C"", ""label"": ""READ"", ""assetKey"": ""action_read""}, {""id"": ""D"", ""label"": ""DANCE"", ""assetKey"": ""action_dance"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Watch the actions. Find dancing."", ""strategy"": ""replay_motion""}",The correct action is dance.,dance,actions,10,False,
GB-0165,2,picture_to_word,raise_board,vocabulary,What is this?,What is this?,ZEBRA,BEAR,COW,LION,ZEBRA,"{""type"": ""image"", ""assetKey"": ""animals_zebra"", ""emoji"": ""🦓""}","[{""id"": ""A"", ""label"": ""ZEBRA"", ""_correct"": true}, {""id"": ""B"", ""label"": ""BEAR""}, {""id"": ""C"", ""label"": ""COW""}, {""id"": ""D"", ""label"": ""LION""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Look at the picture and listen again."", ""strategy"": ""replay_prompt""}",This is zebra.,zebra,animals,10,False,
GB-0166,2,listen_find_picture,listen_run,listening,Listen and find: MONKEY.,Find the monkey.,monkey,fish,cat,giraffe,monkey,"{""type"": ""none""}","[{""id"": ""A"", ""label"": ""monkey"", ""assetKey"": ""animals_monkey"", ""emoji"": ""🐵"", ""_correct"": true}, {""id"": ""B"", ""label"": ""fish"", ""assetKey"": ""animals_fish"", ""emoji"": ""🐟""}, {""id"": ""C"", ""label"": ""cat"", ""assetKey"": ""animals_cat"", ""emoji"": ""🐱""}, {""id"": ""D"", ""label"": ""giraffe"", ""assetKey"": ""animals_giraffe"", ""emoji"": ""🦒""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Listen again: monkey."", ""strategy"": ""pulse_correct_asset""}",The correct answer is monkey.,monkey,animals,8,False,
GB-0167,2,color_object,answer_zone,listening,Find the white circle.,Find the white circle.,blue circle,white circle,pink circle,red circle,white circle,"{""type"": ""coloredObjects"", ""object"": ""circle""}","[{""id"": ""A"", ""label"": ""blue circle"", ""assetKey"": ""shape_circle"", ""displayColor"": ""blue""}, {""id"": ""B"", ""label"": ""white circle"", ""assetKey"": ""shape_circle"", ""displayColor"": ""white"", ""_correct"": true}, {""id"": ""C"", ""label"": ""pink circle"", ""assetKey"": ""shape_circle"", ""displayColor"": ""pink""}, {""id"": ""D"", ""label"": ""red circle"", ""assetKey"": ""shape_circle"", ""displayColor"": ""red""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Look for white."", ""strategy"": ""color_word_replay""}",Choose the white circle.,white|circle,colors,10,False,
GB-0168,2,count_objects,bell_choice,counting,How many cats are there?,How many cats are there?,7,10,9,8,10,"{""type"": ""scene"", ""objects"": [{""assetKey"": ""animals_cat"", ""count"": 10, ""color"": null}], ""description"": ""10 cats""}","[{""id"": ""A"", ""label"": ""7""}, {""id"": ""B"", ""label"": ""10"", ""_correct"": true}, {""id"": ""C"", ""label"": ""9""}, {""id"": ""D"", ""label"": ""8""}]","{""type"": ""option"", ""value"": ""B""}","{""afterWrong"": 2, ""text"": ""Count slowly: one, two, three..."", ""strategy"": ""count_bounce""}",There are 10 cats.,cat|10,numbers,10,False,
GB-0169,2,odd_one_out,bell_choice,categorization,Which one does NOT belong at school?,Which one does NOT belong at school?,pencil,bag,teacher,fish,fish,"{""type"": ""objectRow""}","[{""id"": ""A"", ""label"": ""pencil"", ""assetKey"": ""school_pencil"", ""emoji"": ""✏️""}, {""id"": ""B"", ""label"": ""bag"", ""assetKey"": ""school_bag"", ""emoji"": ""🎒""}, {""id"": ""C"", ""label"": ""teacher"", ""assetKey"": ""school_teacher""}, {""id"": ""D"", ""label"": ""fish"", ""assetKey"": ""animals_fish"", ""emoji"": ""🐟""}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Three belong together. One is different."", ""strategy"": ""group_three""}","fish belongs to animals, not school.",teacher|pencil|bag|fish,school|animals,12,False,
GB-0170,2,action_recognition,listen_run,listening,Who is sleeping?,Who is sleeping?,READ,JUMP,SWIM,SLEEP,SLEEP,"{""type"": ""actionCards""}","[{""id"": ""A"", ""label"": ""READ"", ""assetKey"": ""action_read""}, {""id"": ""B"", ""label"": ""JUMP"", ""assetKey"": ""action_jump""}, {""id"": ""C"", ""label"": ""SWIM"", ""assetKey"": ""action_swim""}, {""id"": ""D"", ""label"": ""SLEEP"", ""assetKey"": ""action_sleep"", ""_correct"": true}]","{""type"": ""option"", ""value"": ""D""}","{""afterWrong"": 2, ""text"": ""Watch the actions. Find sleeping."", ""strategy"": ""replay_motion""}",The correct action is sleep.,sleep,actions,10,False,
GB-0171,2,picture_to_word,raise_board,vocabulary,What is this?,What is this?,PLATE,WINDOW,LAMP,SOFA,PLATE,"{""type"": ""image"", ""assetKey"": ""home_plate"", ""emoji"": ""🍽️""}","[{""id"": ""A"", ""label"": ""PLATE"", ""_correct"": true}, {""id"": ""B"", ""label"": ""WINDOW""}, {""id"": ""C"", ""label"": ""LAMP""}, {""id"": ""D"", ""label"": ""SOFA""}]","{""type"": ""option"", ""value"": ""A""}","{""afterWrong"": 2, ""text"": ""Look at the picture and listen again."", ""strategy"": ""replay_prompt""}",This is plate.,plate,home,10,False,
